"host_id","host_url","host_name","num_of_perfect_reviews"
8253194,"https://www.airbnb.com/users/show/8253194","Mr Ramazan",23
217807800,"https://www.airbnb.com/users/show/217807800","Furkan Tunç",23
35882848,"https://www.airbnb.com/users/show/35882848","Günay",23
246997847,"https://www.airbnb.com/users/show/246997847","Wahid",23
13528987,"https://www.airbnb.com/users/show/13528987","Evrim",23
324278814,"https://www.airbnb.com/users/show/324278814","Gökhan",23
214808770,"https://www.airbnb.com/users/show/214808770","Malik Satılmıs",23
8912265,"https://www.airbnb.com/users/show/8912265","Uğur And Tatya",23
582060,"https://www.airbnb.com/users/show/582060","Fernando",23
134043845,"https://www.airbnb.com/users/show/134043845","Zeynep",23
87056781,"https://www.airbnb.com/users/show/87056781","Felat",23
408806317,"https://www.airbnb.com/users/show/408806317","Buse",22
16503560,"https://www.airbnb.com/users/show/16503560","Ulas",22
28689814,"https://www.airbnb.com/users/show/28689814","Kamuran",22
391820240,"https://www.airbnb.com/users/show/391820240","Merve & Ahmet",22
40611120,"https://www.airbnb.com/users/show/40611120","Hande",22
83212413,"https://www.airbnb.com/users/show/83212413","Cihan",22
182185130,"https://www.airbnb.com/users/show/182185130","Artika",22
42063440,"https://www.airbnb.com/users/show/42063440","Kaya",22
1167189,"https://www.airbnb.com/users/show/1167189","Bilgehan",22
33494588,"https://www.airbnb.com/users/show/33494588","Ayhan",22
304153488,"https://www.airbnb.com/users/show/304153488","Farzin",22
69523003,"https://www.airbnb.com/users/show/69523003","Aykut",22
69865717,"https://www.airbnb.com/users/show/69865717","Sahin",22
283456132,"https://www.airbnb.com/users/show/283456132","Iclal",22
42816106,"https://www.airbnb.com/users/show/42816106","Sabri",22
69089629,"https://www.airbnb.com/users/show/69089629","Metin",22
1298849,"https://www.airbnb.com/users/show/1298849","Berkan",22
186778978,"https://www.airbnb.com/users/show/186778978","Serhat",22
1768269,"https://www.airbnb.com/users/show/1768269","Robin",22
19104442,"https://www.airbnb.com/users/show/19104442","Camila",22
783470,"https://www.airbnb.com/users/show/783470","Aslinaz",21
39210650,"https://www.airbnb.com/users/show/39210650","Kevin",21
11120250,"https://www.airbnb.com/users/show/11120250","Amida HOUSE",21
683356,"https://www.airbnb.com/users/show/683356","Damir",21
37240846,"https://www.airbnb.com/users/show/37240846","Asil",21
6971016,"https://www.airbnb.com/users/show/6971016","Cagri",21
1005412,"https://www.airbnb.com/users/show/1005412","Uğur",21
374208780,"https://www.airbnb.com/users/show/374208780","Celal",21
239142602,"https://www.airbnb.com/users/show/239142602","Oğuz Emre",21
372505699,"https://www.airbnb.com/users/show/372505699","Tugba",21
354365082,"https://www.airbnb.com/users/show/354365082","G-Residences",21
23037431,"https://www.airbnb.com/users/show/23037431","Yasin",21
4404329,"https://www.airbnb.com/users/show/4404329","Coskun",21
365410840,"https://www.airbnb.com/users/show/365410840","İlknur",21
27051459,"https://www.airbnb.com/users/show/27051459","Uğur",21
376748514,"https://www.airbnb.com/users/show/376748514","Bartu",21
16078628,"https://www.airbnb.com/users/show/16078628","İsmail",21
173232302,"https://www.airbnb.com/users/show/173232302","Sirenam",21
2552453,"https://www.airbnb.com/users/show/2552453","Ozkan",21
178160433,"https://www.airbnb.com/users/show/178160433","Element",21
42790873,"https://www.airbnb.com/users/show/42790873","Ceyda",20
34187305,"https://www.airbnb.com/users/show/34187305","Can Aslan",20
33062953,"https://www.airbnb.com/users/show/33062953","Kerem",20
13858046,"https://www.airbnb.com/users/show/13858046","Mersin",20
257951141,"https://www.airbnb.com/users/show/257951141","Doruk",20
11532825,"https://www.airbnb.com/users/show/11532825","Jason",20
31594177,"https://www.airbnb.com/users/show/31594177","Necati",20
31201220,"https://www.airbnb.com/users/show/31201220","Hidir",20
17910729,"https://www.airbnb.com/users/show/17910729","Bilge",20
802569,"https://www.airbnb.com/users/show/802569","Maria",20
275465568,"https://www.airbnb.com/users/show/275465568","Muhammed Fatih",20
5039210,"https://www.airbnb.com/users/show/5039210","Ferhan",20
69038197,"https://www.airbnb.com/users/show/69038197","Enver",20
36534433,"https://www.airbnb.com/users/show/36534433","Koray",20
1976606,"https://www.airbnb.com/users/show/1976606","Marcel",20
209495551,"https://www.airbnb.com/users/show/209495551","Enes",20
32406596,"https://www.airbnb.com/users/show/32406596","Shahrzad",20
47037383,"https://www.airbnb.com/users/show/47037383","Aygen",20
2671171,"https://www.airbnb.com/users/show/2671171","Emir",20
825635,"https://www.airbnb.com/users/show/825635","Merve",19
14875223,"https://www.airbnb.com/users/show/14875223","Murat",19
13918324,"https://www.airbnb.com/users/show/13918324","Oyku",19
90226018,"https://www.airbnb.com/users/show/90226018","Mehmet Ali",19
4339636,"https://www.airbnb.com/users/show/4339636","Neva",19
451486176,"https://www.airbnb.com/users/show/451486176","Elif Hülya",19
34330068,"https://www.airbnb.com/users/show/34330068","Sertaç",19
291864552,"https://www.airbnb.com/users/show/291864552","Kaan",19
26684111,"https://www.airbnb.com/users/show/26684111","Müge & Nebi",19
140891269,"https://www.airbnb.com/users/show/140891269","Elif",19
40949635,"https://www.airbnb.com/users/show/40949635","Arzu & Ozancan",19
867244,"https://www.airbnb.com/users/show/867244","Elvan",19
36519451,"https://www.airbnb.com/users/show/36519451","Omer",19
367981029,"https://www.airbnb.com/users/show/367981029","Emre",19
191841234,"https://www.airbnb.com/users/show/191841234","Merve",19
8316206,"https://www.airbnb.com/users/show/8316206","Gözde Mimiko",19
322207129,"https://www.airbnb.com/users/show/322207129","Beyazıt",19
254093373,"https://www.airbnb.com/users/show/254093373","Samet",19
100622919,"https://www.airbnb.com/users/show/100622919","Hilal",18
6271685,"https://www.airbnb.com/users/show/6271685","İbrahim",18
72666837,"https://www.airbnb.com/users/show/72666837","Axel",18
225860391,"https://www.airbnb.com/users/show/225860391","Zeynep",18
117005937,"https://www.airbnb.com/users/show/117005937","Kübra",18
14787694,"https://www.airbnb.com/users/show/14787694","Fatih",18
22936428,"https://www.airbnb.com/users/show/22936428","Mustafa",18
7619547,"https://www.airbnb.com/users/show/7619547","Volkan",18
436771583,"https://www.airbnb.com/users/show/436771583","Mubarek",18
78306877,"https://www.airbnb.com/users/show/78306877","Asu",18
409515770,"https://www.airbnb.com/users/show/409515770","Elif",18
25599170,"https://www.airbnb.com/users/show/25599170","Verda",18
939870,"https://www.airbnb.com/users/show/939870","Necla",18
77575034,"https://www.airbnb.com/users/show/77575034","Melis",18
6265934,"https://www.airbnb.com/users/show/6265934","Janis",18
242867910,"https://www.airbnb.com/users/show/242867910","Doğuş",18
20563335,"https://www.airbnb.com/users/show/20563335","Ferhat",18
147558253,"https://www.airbnb.com/users/show/147558253","Utku",17
47371492,"https://www.airbnb.com/users/show/47371492","Irem",17
11140414,"https://www.airbnb.com/users/show/11140414","Fevziye",17
4519808,"https://www.airbnb.com/users/show/4519808","Handan",17
452374220,"https://www.airbnb.com/users/show/452374220","Kadir",17
4131290,"https://www.airbnb.com/users/show/4131290","Ayşe Zeynep",17
380401388,"https://www.airbnb.com/users/show/380401388","Kenan",17
3815061,"https://www.airbnb.com/users/show/3815061","Bahri&Nihal",17
19597425,"https://www.airbnb.com/users/show/19597425","Fuad",17
18450092,"https://www.airbnb.com/users/show/18450092","Onder",17
144066257,"https://www.airbnb.com/users/show/144066257","Tamer",17
149915983,"https://www.airbnb.com/users/show/149915983","Mücahid",17
267649033,"https://www.airbnb.com/users/show/267649033","Koray",17
159283889,"https://www.airbnb.com/users/show/159283889","Eylül",17
14605147,"https://www.airbnb.com/users/show/14605147","Ali Sina",17
344204,"https://www.airbnb.com/users/show/344204","Matt",17
223450420,"https://www.airbnb.com/users/show/223450420","Mehmet",17
76027473,"https://www.airbnb.com/users/show/76027473","David &Derya",17
47892446,"https://www.airbnb.com/users/show/47892446","Yasin",17
304450095,"https://www.airbnb.com/users/show/304450095","Emrach",17
268260019,"https://www.airbnb.com/users/show/268260019","Sepehr",17
89297069,"https://www.airbnb.com/users/show/89297069","Ece",17
50546716,"https://www.airbnb.com/users/show/50546716","Ayşe",17
104626413,"https://www.airbnb.com/users/show/104626413","Azamatjon",17
5023383,"https://www.airbnb.com/users/show/5023383","Han",17
10214794,"https://www.airbnb.com/users/show/10214794","Neslihan",17
10341153,"https://www.airbnb.com/users/show/10341153","Ekim",16
25218166,"https://www.airbnb.com/users/show/25218166","SeaView Grand",16
383773457,"https://www.airbnb.com/users/show/383773457","Şaban",16
436904315,"https://www.airbnb.com/users/show/436904315","Hamdi Tolga",16
435040177,"https://www.airbnb.com/users/show/435040177","Taygun And Tolgay Brothers",16
157100965,"https://www.airbnb.com/users/show/157100965","Ahmet",16
430979362,"https://www.airbnb.com/users/show/430979362","Cassie",16
287208465,"https://www.airbnb.com/users/show/287208465","Yunus Levent",16
93763635,"https://www.airbnb.com/users/show/93763635","Burak",16
387500387,"https://www.airbnb.com/users/show/387500387","Cüneyt",16
22635461,"https://www.airbnb.com/users/show/22635461","Tümay",16
2266179,"https://www.airbnb.com/users/show/2266179","Seyda Mari",16
39673267,"https://www.airbnb.com/users/show/39673267","Andres",16
35780864,"https://www.airbnb.com/users/show/35780864","Murat",16
52534990,"https://www.airbnb.com/users/show/52534990","You",16
146088852,"https://www.airbnb.com/users/show/146088852","Erdal",16
